,Datetime,density_label,relation_label,Text,Username,UserLocation,ReplyCount,LikeCount,RetweetCount
478,2022-03-28 20:26:36+00:00,,0,"@NYCMayor @GovKathyHochul While NYC’s population grew by nearly a quarter over the last 40 years, the city only built half as many homes as it did from 1940 to 1980. We have a severe housing shortage, and we need sustained new home construction to address it. @nycplanning",TheGeilsReport,"West Village, NYC",0,0,0
479,2022-03-28 20:25:54+00:00,,0,"@JoeHoldenCBS3 Society truly becomes self destructive when it comes to driving in inclement weather.  I will never understand why people become more reckless when the roads are icy, wet, snowy.",tomlasusa,"New York, USA",0,0,0
480,2022-03-28 20:25:47+00:00,,0,"Web traffic from major Ukrainian internet service provider Ukrtelecom was disrupted Monday, causing widespread disruptions, via @kansasalps https://t.co/doo4rPJ4sB",AdamJanofsky,New York,0,1,1
481,2022-03-28 20:25:03+00:00,2,1,Vehicle Collision: Northbound traffic delays on the Major Deegan Expressway at the Cross Bronx Expressway in The Bronx. Consider alternate routes. Multilingual and ASL Link: https://t.co/KVVnlbeL5T.,NotifyNYC,New York City,0,3,3
482,2022-03-28 20:20:08+00:00,,0,"A potential conflict is brewing between union dockworkers and their employers at some of the most critical ports on earth, threatening to make floating traffic jams worse, aggravate shortages and send already high prices soaring. https://t.co/dq7vq0bfMF",nytimes,New York City,19,134,51
483,2022-03-28 20:18:07+00:00,,0,"Tellurian, a money-losing U.S. natural #gas producer, is beginning construction of a Louisiana export complex before it has lined up financing for the $12 billion development. By @SergioChapa $TELL
https://t.co/HoZgT4bZIn",BloombergNRG,New York,3,5,4
484,2022-03-28 20:07:09+00:00,,0,@BreeNewsome I was hoping he won best actor last night.,EOC212,New York City,0,0,0
485,2022-03-28 20:06:19+00:00,,0,"Web2: Paying a Bangladeshi click-farm to boost your app traffic = Fraud.

Web3: Incentivizing Bangladeshis to play your game 12 hours a day by giving away risk-free tokens = Play-to-Earn Revolution.",ThisGuyMika,"New York, New York",0,2,0
486,2022-03-28 20:06:04+00:00,,0,Adult Video Hoodie from Benny The Butcher is now available. Shop more from @BennyBsf here! https://t.co/cKuAf7U83k #BennytheButcher #merchtraffic https://t.co/4NC8LnX6JV,MerchTraffic,"New York, NY",0,1,0
487,2022-03-28 20:06:00+00:00,,0,@itgurl_29 @AmazonCan I recall a story Chris told about being turned down by I believe it was Rihanna a little after his divorce. So you're probably right.,EOC212,New York City,0,3,0
488,2022-03-28 20:04:36+00:00,,0,"The prophecy states if Dr. Taylor Swift doesn’t wear 27 rings on her fingers at her commencement speech for NYU at Yankee Stadium then the ghost of Phil Rizzuto will descend, do a lightning strike that harms no one, joke about traffic &amp; go home (Heaven) on time as per usual 🙏🏻",SaraJBenincasa,NYC,3,34,0
489,2022-03-28 20:03:22+00:00,1,1,Updated: Construction on #LAURELHILLBLVD EB from 48TH ST to 58TH ST https://t.co/dfpwMDpRPp,511NY,New York State,0,0,0
490,2022-03-28 20:03:20+00:00,0,1,Cleared: Construction on #M35Bus EB from E 124 St/3 Av to E 124 St/2 Av,511NY,New York State,0,0,0
491,2022-03-28 20:03:05+00:00,,0,@MslimeLowkey @american1865 @jujusmha @brojoj0 @SilentMelody35 @keatingssixth I see comprehension isn't your strength.,EOC212,New York City,0,0,0
492,2022-03-28 20:02:15+00:00,,0,"After a lengthy planning process, the Ontario Line subway finally began its long-awaited construction phase this past weekend.

https://t.co/H0f6PNcAB0",jahorne,"Brooklyn, NYC",0,17,3
493,2022-03-28 20:01:14+00:00,,0,The mayor's new plan to remove homeless encampments throughout the city took effect Monday afternoon as city agencies removed several unhoused people and their belongings from their longtime home under the Brooklyn-Queens Expressway in Williamsburg. https://t.co/pxaANXpWwX,amNewYork,"New York, New York",1,1,2
494,2022-03-28 19:59:00+00:00,,0,"New York taxpayers would be on the hook for $850 million in construction costs for a new Buffalo Bills stadium under a deal announced by Governor Hochul on Monday, which would make it the largest direct public subsidy for a NFL stadium in history. https://t.co/ppeNdPSuAk",Gothamist,"New York, NY",9,12,5
495,2022-03-28 19:58:03+00:00,,0,"Tortillas Construction Module by Damián Ortega, 1998 https://t.co/5loNshq3JS #damianortega https://t.co/Of9Qgndgm0",guggsculptures,World (New York City),0,2,0
496,2022-03-28 19:52:41+00:00,,0,"@NYCMayor @GovKathyHochul While NYC’s population grew by nearly a quarter over the last 40 years, the city only built half as many homes as it did from 1940 to 1980. We have a severe housing shortage, and we need sustained new home construction to address it.",NYCPlanning,New York City,1,5,1
497,2022-03-28 19:51:42+00:00,,0,"@capntransit @justinjoboyle @TransAlt I know that Lexington was widened at one point in the 20th Century, at the expense of sidewalk space.

Ultimately, there isn’t an avenue in Manhattan that wouldn’t benefit from sacrificing a lane or two of parking/traffic for wider sidewalks.",jmp_nyc,"New York, NY",0,1,0
498,2022-03-28 19:46:00+00:00,0,1,"CLEARED BUFFALO: Disabled vehicle:  on I-190 exit 17-exit 18A: Right lane open: Incident clear, traffic normal.",ThruwayTraffic,New York,0,0,0
499,2022-03-28 19:45:44+00:00,,0,@LundstramS @PDChina its pretty much just a remote piloted helicopter. construction and cargo helicopters already exists.  I guess the advantage of this is pilots in theory could pilot multiple drones with some AI assist and then eventually no pilot.,BWangkeo,New York,0,0,0
500,2022-03-28 19:44:18+00:00,2,1,Interstate 81 in Pennsylvania closed after 60-car crash in snow squall https://t.co/02diBIuil4,_cryptomatters,"New York, USA",0,0,0
501,2022-03-28 19:42:02+00:00,,0,"@JumboElliott76 Judge Brown was lenient with sex offenders but it’s Ted Cruz’s fault. 

These anti Trumpers traffic in non stop 💩.
Huge GOP landslide in November.",LVeg99,NYC,0,0,0
502,2022-03-28 19:41:48+00:00,,0,"@mwmoedinger It's complete nonsense! At 4 years one should be able to sue the city for costs of holding &amp; construction. Even 6-12 months is unacceptably high in the middle of a housing crisis. If something is by right, what's the hold up?! Hire more folks to get out of the backlog",Cobylefko,"New York, NY",1,8,0
503,2022-03-28 19:41:16+00:00,,0,"...characterized by the uptake in construction projects focusing on alternative energy and climate risk – have gathered them widespread appeal. 

Get everything you need to know about muni bonds from top experts in the field.

💥 Read➜ https://t.co/0EWw9oviJz",CitywireRIA,"New York, NY",1,1,0
504,2022-03-28 19:37:09+00:00,,0,"...characterized by the uptake in construction projects focusing on alternative energy and climate risk – have gathered them widespread appeal. 

Get everything you need to know about muni bonds from top experts in the field.

💥 Read➜ https://t.co/zE8tjyBnSJ",CitywireProBuy,"New York, New York ",1,0,0
505,2022-03-28 19:35:06+00:00,,0,"@WholeMarsBlog lol, he might not come back to FSD/Tesla if he sees south Asian traffic",VamsiKrsna,NYC,0,2,0
506,2022-03-28 19:34:29+00:00,,0,"This unique website traffic course of action is the massive difference concerning financial freedom or maybe failure, solution is here https://t.co/YnKCTVweJb https://t.co/lpnZJPdEBU",TheWealthZone,"New York, NY",0,0,0
507,2022-03-28 19:34:15+00:00,,0,"A student models the level-1 hazmat suit at our HAZWOPER training sesh 🦺
#construction #safetyfirst #NYC #constructionsafety #safetytraining https://t.co/yhMrcAFulu",DunnCoSafety,"Long Island City, NY",0,1,1
508,2022-03-28 19:32:12+00:00,2,1,BUFFALO: Disabled vehicle:  on I-190 exit 17-exit 18A: Right lane blocked,ThruwayTraffic,New York,0,0,0
509,2022-03-28 19:30:09+00:00,,0,"Modern #laminateflooring is more #durable than ever thanks to its layered #construction, offering scratch-resistance and versatility that can serve busy #commercial environments!
https://t.co/dMw2l6eUiG https://t.co/D9yYBfIGbF",rdweisllc,New York,0,0,0
510,2022-03-28 19:30:00+00:00,,0,"An Oneida County woman died in a car crash involving two vehicles on State Route 365 Sunday after she failed to stop at a stop sign.
https://t.co/6KqOUwGjNa",CNYCentral,Central New York,0,0,0
511,2022-03-28 19:24:30+00:00,1,1,"🇮🇱 — PHOTO: Traffic jam on Road 1 near Jerusalem, due to security activity amid the recent rise in terror attacks. https://t.co/Jy4ILUdAr3",TheBelaaz,New York City,1,4,0
512,2022-03-28 19:22:44+00:00,1,1,Work work mood. #Traffic #energy,Bridget86094707,"Manhattan, NY",0,0,0
513,2022-03-28 19:16:40+00:00,,0,Are yall aware that theres no such thing as green hair except for oompaloompas. Gimme a break most of society stays to the right when walking n adjusts for oncoming traffic so stop. Maybe 1day a man might want to hold your hand.  Dump the hair first you look like a white libtard https://t.co/3PunQ2OzrD,NYROYALKING,Peoples Republic of New York,0,0,0
514,2022-03-28 19:16:36+00:00,,0,@amandabb__ I literally just saw this on campus this white boy walks in the middle of traffic and puts his hand out and starts walking. One of the drivers almost came out to fight him bc wth are you doing this is nyc,iraefi,"New York, NY",0,1,0
515,2022-03-28 19:16:32+00:00,,0,"Last Friday, construction workers  rallied outside the Mermaid Bar in Astoria, Queens demanding they be paid more than $30,000 in stolen wages. Police strobe light flashing, 11 workers spoke about how they’ll fight to recover their wages. https://t.co/vfyWUgVhXd",Lfelizleon,NYC,0,105,34
516,2022-03-28 19:14:27+00:00,1,1,#NJ: Delays on Garden State Parkway southbound North of Exit 142 - I-78 to Exit 140 - US 22/NJ 82 All lanes open. @1010WINS,WINSTRAFFICNYC,New York,0,0,0
517,2022-03-28 19:12:30+00:00,,0,"This job is now open at Milhouse Engineering and Construction in #NewYork, NY. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Civil Engineer II-IV #Aerospace",tmj_nwk_aero,"Newark, NJ",0,0,0
518,2022-03-28 19:12:21+00:00,,0,"We continue to celebrate Women’s History Month by honoring and thanking the amazing women in our AEC industry, especially those that work at EW Howell! And a special congrats to APM's Tracey Hunter &amp; Taylor Eccher on being included in NYREJ's 2022 Women in Construction spotlight. https://t.co/qRLfLMQElo",ewhowell,New York,0,1,0
519,2022-03-28 19:10:40+00:00,,0,"In our new report, released today, the Center explains how Qatar, host of the 2022 World Cup, needs to improve treatment of migrant construction workers. @TheZahraKhan: https://t.co/4pxLUu4jgL.",NYUSternBHR,"New York, NY",0,2,0
520,2022-03-28 19:10:26+00:00,,0,"@MaudMaron @NYCComptroller Upstanding citizen comptroller: ""... has been caught speeding in school zones around the Big Apple eight times in the past five years"" ""...amassed a total of 118 vehicle and traffic violations since 2013""@nypost",NYLONDONBIZ,"New York, NY",0,3,0
521,2022-03-28 19:10:12+00:00,,0,"Between The speeding cameras/school violations and all the tolls in New York, might as well be paying another car note cuz what a rip off... Would def prefer traffic cops over all these cameras. All this money the city they makes and the roads are still shit.",boss_brina_,New York City,0,3,0
522,2022-03-28 19:09:38+00:00,,0,"but fell ill and was bedridden. Emily served as a liaison and supervisor of construction through communicating between her husband and on-site personnel. After Washington passed, Emily became the lead engineer and saw the construction through to completion. Later in life, Emily",PWGrosser,New York,1,1,0
523,2022-03-28 19:09:21+00:00,,0,"Pamela Raphael's, Staff Engineer at PWGC, inspirational woman is Emily Roebling. Emily, an engineer and women's rights activist, played a key role in the construction of the Brooklyn Bridge. Her husband, Washington Roebling, was the Chief Engineer during construction,",PWGrosser,New York,1,1,0
524,2022-03-28 19:07:05+00:00,,0,"This is bill is yet another example of how, already marginalized stakeholders in the construction industry, are further undermined.",MWCDAssociation,New York,0,0,0
525,2022-03-28 18:54:40+00:00,,0,"On this day in #Infrastructure March 28, 1979: Three Mile Island accident occurred at the nuclear generating station near Harrisburg, Pennsylvania, dampening enthusiasm for the use nuclear power in the US, and causing a dramatic shift in construction of nuclear plants in the US.",Improve_Infra,"New York, NY, USA",0,2,1
526,2022-03-28 18:53:04+00:00,,0,"@american1865 @jujusmha @brojoj0 @SilentMelody35 @keatingssixth Black men aren't just saying mean things, they murder black women...a lot!",EOC212,New York City,2,2,0
527,2022-03-28 18:49:22+00:00,1,1,lanes are purely a recommendation in NYC traffic,astronixii,aries ☼ taurus ☽ scorpio ⇡,0,4,0
528,2022-03-28 18:43:51+00:00,,0,"Over next 30 years, NY State taxpayers will give billionaire Terry Pegula at least $885m to keep #BuffaloBills in WNY. Per $600m stadium construction + $75m maintenance (Erie Co. $2.5m/yr) + $210m operations support ($7m in SFY 2023)  $29.5m/yr 30 years. 
https://t.co/4vVZvj908w",ReinventAlbany,New York,0,1,0
529,2022-03-28 18:42:51+00:00,,0,"“We want to thank Governor Hochul, the Pegula family, and the Buffalo Bills for making union labor the focal point of the new Bills Stadium construction project. The new Bills Stadium will create 10,000 good
paying union jobs"" -Gary LaBarbera https://t.co/P95gZ8GxG1",NYSBCTC,New York,0,5,3
530,2022-03-28 18:42:29+00:00,,0,@porkpower2 @observation1776 @wutrain I guess they're lucky they don't live in Florida where they're free to be run over for blocking traffic.,NickRup,"New York, NY",0,1,0
531,2022-03-28 18:42:05+00:00,,0,Subway construction now twice as big in Toronto - Railway Track and Structures https://t.co/ZA8GpNqESa,RTSMag,"New York, NY",0,0,0
532,2022-03-28 18:41:50+00:00,0,1,Cleared: Incident on #FranklinDRooseveltDrive NB at I-495 Long Island Expressway,511NY,New York State,0,0,0
533,2022-03-28 18:40:00+00:00,,0,"Congratulations @CMFarahLouis on being the 1st Woman to represent Dist. #45. The community feels the strength of your conviction as you pave the way to a greater Brooklyn for your underserved communities and your constituents at large.

#CommunityDevelopment @NYCCouncil #hope2022 https://t.co/Lz5K3aiQit",BLCDNYC,"New York City, NY",0,0,0
534,2022-03-28 18:39:55+00:00,,0,"BREAKING Delta Youths Block Asaba Expressway, Protest Marginalisation By Governor Okowa’s Government | Sahara Reporters https://t.co/O1U4DR4faF https://t.co/gyxZxslWl0",SaharaReporters,New York,11,87,25
535,2022-03-28 18:37:22+00:00,,0,"Neg yo panse ns ta pral voye pwen tou 
Ebien c culotte ns gen anba pantalon ns   
Pou ns pral reponn zen an 

Standard traffic 🅿",GJahsen,"New York, USA",0,1,0
536,2022-03-28 18:35:24+00:00,1,1,Construction on #I478 SB from Clinton Street to 2nd Avenue https://t.co/owQd1tfYlr,511NY,New York State,0,0,0
537,2022-03-28 18:33:40+00:00,1,1,Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,511NY,New York State,0,0,0
538,2022-03-28 18:31:31+00:00,,0,"Like, in the table room Daryl's in, only one character isn't a png, and all they do is slightly tilt their head to look at the characters. Just feels awkward, sort of unfinished. also expected the construction workers to be busy like how you see the jellyfish pirates in Mayship.",Dedredlink,The Backyard,0,0,0
539,2022-03-28 18:30:37+00:00,,0,The #421a aka #485w #TaxFraud scam is worse than this. Predatory developers also operate #ConstructionSweatshops and rip-off #WorkingClass people during the construction…👇🏼👇🏼👇🏼 https://t.co/dZqiSZvkuo,EmcwilliamsMc,"New York, USA",0,7,3
540,2022-03-28 18:30:09+00:00,,0,"If your commercial property has water damage we are available to help. We can provide water removal services, dehumidification equipment and construction services to completely restore your property. https://t.co/q0HWMyNKsM",ServproLES,"New York, New York",0,0,0
541,2022-03-28 18:30:08+00:00,,0,"If your commercial property has water damage we are available to help. We can provide water removal services, dehumidification equipment and construction services to completely restore your property. https://t.co/9oYRc7Isj5",WaterDamageLIC,"Long Island City, NY",0,0,0
542,2022-03-28 18:27:14+00:00,,0,Every Giants signing makes me feel more like the construction workers from Major League https://t.co/DoibyTNE5D https://t.co/tApKuU3Scz,JDantzler3rd,"Manhattan, NY",1,3,0
543,2022-03-28 18:26:40+00:00,,0,"@pjglackin Sounds right. Sheetz spokes: “It drives traffic in to our stores and contributes to inside-spend,” said Auman. “This is a very important part of our business to have this convenience for our customers.”",jbelmont,New York,0,1,0
544,2022-03-28 18:24:28+00:00,,0,@AroundTheNFL Put a retractable roof so the city can recoup money with concerts and shows even with inclement weather,Wallyjo666,"New York, USA",1,2,0
545,2022-03-28 18:21:50+00:00,,0,Universal Hip Hop Museum Planning Metaverse Experience Before Construction of Venue Completed https://t.co/7Wt6YcR4Lb,bigced,"New York, NY ",0,0,1
546,2022-03-28 18:21:45+00:00,,0,"Turkish construction company sells NFT for 0.18 Ethereum
Company says it continues to be pioneer in digital transformation
#News #DailyNews #LiveNews #WorldNews",TurkishNews7,"New York, USA",0,1,0
547,2022-03-28 18:18:31+00:00,,0,@GennHutchison I really wish I had those skills. I have tried and I am good at following directions but also good at still fucking the lightest of construction work up. If somebody invited me to solder I would surely kill everyone by mistake.,SaraJBenincasa,NYC,1,1,0
548,2022-03-28 18:15:13+00:00,1,1,Incident on #FranklinDRooseveltDrive NB at I-495 Long Island Expressway https://t.co/0hA4kGfepA,511NY,New York State,0,0,0
549,2022-03-28 18:13:43+00:00,,0,"@NeolithicSheep Imagine going on a three week vacation, only to spend it intentionally sitting in traffic on the beltway.",flogic,Manhattan,0,3,0
550,2022-03-28 18:11:53+00:00,0,1,Updated: Construction on #M15SBSBus at Houston St/Second Ave https://t.co/cK1dWcc6is,511NY,New York State,0,0,0
551,2022-03-28 18:11:53+00:00,0,1,Updated: Construction on #M15Bus at Houston St/Second Ave https://t.co/cK1dWcc6is,511NY,New York State,0,0,0
552,2022-03-28 18:11:32+00:00,,0,"This job is now open at Lane Construction in New York, NY. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Plant Manager - Tunneling #Construction #CraftWorkers",tmj_nyc_constru,"New York, NY",0,0,1
553,2022-03-28 18:05:57+00:00,,0,When will construction begin on new $1.4 billion Buffalo Bills stadium? https://t.co/a6KFSoZw17,newyorkupstate,"New York, USA",0,1,0
554,2022-03-28 18:05:21+00:00,0,1,Cleared: Construction on #US19TonnelleAvenue NB at NJ 495/NJ 3,511NY,New York State,0,0,0
555,2022-03-28 18:03:41+00:00,0,1,Cleared: Construction on #I278 WB from Exit 28A - Old Fulton Street; Cadman Plaza  West to Atlantic Avenue,511NY,New York State,0,0,0
556,2022-03-28 18:03:41+00:00,1,1,Updated: Construction on #US19TonnelleAvenue NB at NJ 495/NJ 3 https://t.co/qpRvHApQah,511NY,New York State,0,0,0
557,2022-03-28 18:03:40+00:00,0,1,Cleared: Construction on #I278 EB from Atlantic Avenue to Exit 28A - Old Fulton Street; Cadman Plaza  West,511NY,New York State,0,0,0
558,2022-03-28 18:00:09+00:00,,0,"Ensuring the safety of a work-site requires a team — and that's why we're here to help. 😎 🦺

For a more holistic approach to safety | https://t.co/MVDpuLIQHw

#NYC #SafetyManagement #SafetyTraining #Construction #OSHA #Buildings #BuildingCode #Engineering https://t.co/gYTQ4ng2aN",NyCrsg,"New York, NY",0,0,0
559,2022-03-28 18:00:00+00:00,,0,The U.S. National Highway Traffic Safety Administration on March 27 reinstated a sharp increase in penalties for automakers. The decision was a win for Tesla that could cost other automakers hundreds of millions of dollars or more https://t.co/givo2ZBdQh https://t.co/7gi7sNPyan,ReutersLegal,New York,0,2,1
560,2022-03-28 17:58:47+00:00,,0,"#CCAFlash CCA was the construction manager of the rehabilitation project owned by the Consulate General of China in New York. Started in 2000, the project was completed in about two years. https://t.co/AEwK4Og26w",cca_cscec,"Jersey City, NJ",0,0,0
561,2022-03-28 17:57:58+00:00,,0,"While the police are warning @DNY_ADAPT not 2 block traffic, we are warning all NYers: don’t let your tax dollars go to costly nursing homes while our leaders restrict home care! We need A5367A/S5028A in the final budget! @mic @PIX11News @GovKathyHochul @NBCNewYork",powertothepalsy,"New York, USA",0,5,7
562,2022-03-28 17:55:14+00:00,0,1,Cleared: Construction on #NY9A NB from West 79th Street to Dyckman Street,511NY,New York State,0,0,0
563,2022-03-28 17:48:27+00:00,,0,"@michaelbd Then there is the high wage jobs in construction, the front office jobs, not to mention the tourism dollars every weekend. New York wastes a lot of money in dumb programs, this is not one. This fundamentally improves Buffalo.",jbzwalker,"New York, USA",0,0,0
564,2022-03-28 17:47:20+00:00,0,1,Cleared: Construction on #FranklinDRooseveltDrive NB from Battery Park Underpass to START ROUTE Harlem River Drive; Dyckman Street; 10th Avenue,511NY,New York State,0,0,0
565,2022-03-28 17:42:32+00:00,,0,@LIProgress @DNY_ADAPT activists blocking traffic on 3rd Ave in NYC to protest restrictions to home care for disabled NYers across the state! We need Bill A5367A in the budget now! Please boost! @News12LI @NBCNewYork @GovKathyHochul @AndreaSCousins,powertothepalsy,"New York, USA",0,1,2
566,2022-03-28 17:42:10+00:00,,0,"@RegionalPlan @WeinbergerUrban @Newsday Not rocket science to figure out how efficiently to guide ppl onto frequently-running 24/7 buses with straightforward luggage storage, and to create bus lanes that can cut through traffic expeditiously. Is it?",urbaninsideout,"New York, NY",1,3,0
567,2022-03-28 17:42:03+00:00,0,1,Cleared: Construction on #I278 WB from 58th Street to 48th Street,511NY,New York State,0,0,0
568,2022-03-28 17:38:56+00:00,,0,"Data from The NPD Group shows that traffic at US restaurants in February improved compared to January. ""Online and physical visits were up 2% for the month, and consumer spending was up 8% compared with February 2021.""

#innovation 
https://t.co/ZT013xi1k5",BHMarketplace,"New York, USA",0,0,0
569,2022-03-28 17:38:49+00:00,,0,"Data from The NPD Group shows that traffic at US restaurants in February improved compared to January. ""Online and physical visits were up 2% for the month, and consumer spending was up 8% compared with February 2021.""

#innovation 
https://t.co/khwfssCKVH",brandednyc,"New York, USA",0,1,1
570,2022-03-28 17:35:51+00:00,2,1,"#LI: Overturned Tractor Trailer: Seaford-Oyster Bay Expressway SB at Exit 2E (Sunrise Highway), exit ramp is blocked. Expect delays in the area. #LongIsland @1010WINS",WINSTRAFFICNYC,New York,0,1,0
571,2022-03-28 17:34:00+00:00,,0,Car Crash Compilation – Crazy Drivers Fails https://t.co/L6LFVF4jC1,724accidents,"New York, US",0,1,0
572,2022-03-28 17:33:17+00:00,,0,We're hiring! Click to apply: Plant Manager - Tunneling - https://t.co/Ai2e8Z1R9y #Construction #CraftWorkers,LaneCareers,,0,0,0
573,2022-03-28 17:30:03+00:00,,0,Rachel John is a skilled and thoughtful construction lawyer who has worked with @NYCDDC and is an active member of @DBIAnational and the @ABAConstruction https://t.co/yFqWFo1u4O #breakthebias #womenwholead #leadership #raisingthebar #inspiringwomen #WomensHistoryMonth https://t.co/69bMa8WkIY,ZDLAW1,"New York, NY",0,0,0
574,2022-03-28 17:29:15+00:00,2,1,Traffic on the southern state is ode rn,mikaaykayy_,"New York, NY",0,0,0
575,2022-03-28 17:24:47+00:00,,0,"Nervous to apply for a job like ""Mid Level Emergency Management Planner (NY)"" at Tetra Tech? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #DisasterRecovery #TheEmpireState",tmj_nwk_constru,"Newark, NJ",0,0,0
576,2022-03-28 17:21:13+00:00,,0,@garyblack00 He has either figured it put or hit a road block he can't surmount and needs some distance to regroup.,Big_City_Tesla,"New York, USA",0,0,0
577,2022-03-28 17:21:13+00:00,1,1,Taking advantage of the TL traffic today,elinamarii,nyc,1,3,0
578,2022-03-28 17:19:48+00:00,,0,loudest construction happened below my window,bangingbodyd,"New York, NY",0,0,0
579,2022-03-28 17:19:31+00:00,,0,"Gas prices seem to be hitting retail foot traffic, https://t.co/o4Ud7xGND2 data finds https://t.co/JAxgtQhNNy by @BrookeDiPalma https://t.co/lBnc00hHHD",YahooFinance,"New York, NY",3,8,3
580,2022-03-28 17:18:29+00:00,,0,"""Business executives are grappling with recruiting and retaining their workforce amid a tight labor market, high gasoline prices, and inflation...""
https://t.co/3rBCFrnxNw

@frannem #YasmineMustafa @ROARforGood #GS10KSmallBiz #leadershipdevelopment #CCP #makesmallbig #SEPTA",BLCDNYC,"New York City, NY",0,0,0
581,2022-03-28 17:15:56+00:00,,0,"Cryonicum C Letter Construction Logo
by iRussu
https://t.co/9nePyuR4Q0 https://t.co/XrY1sHDVQ3",codegrape,"New York, NY",0,0,0
582,2022-03-28 17:15:36+00:00,,0,@BinghamtonNow Bravo! I love that you sporadically yet relentlessly haunt this amazingly spooky construction site. ;~),AdrianAArnold1,New York,0,1,0
583,2022-03-28 17:13:12+00:00,,0,"@l_traps @bd_wetz @OurTownNYC sensible article. unlikely to change the noise level though. Construction is too valuable to the NYC economy and ""inconveniences"" are often overlooked no matter what the law is.",Wex2,NYC,0,0,0
584,2022-03-28 17:11:35+00:00,,0,"@MoreSoThanThou Definitely. Corruption, pathetic construction materials, bribes, etc.",YuliaTestikova,"Manhattan, NY",0,1,0
585,2022-03-28 17:11:00+00:00,,0,"@Teenygiant Before I started working from home due to the pandemic,  a bad traffic day commute could be up to 1 hr 30 min for me.   Normal commute was 45mins to an hr",Elder_Gamesman,"New York, USA",0,0,0
586,2022-03-28 17:05:00+00:00,,0,New York taxpayers will be asked to commit $850 million in public funds toward construction of a new Buffalo Bills stadium. https://t.co/FCIgvQ40nm,CBSNewYork,New York City,2,3,2
587,2022-03-28 17:03:50+00:00,,0,@dapperdan247 The pipes are so dodgy. A tribute to shoddy materials and slapdash construction.,YuliaTestikova,"Manhattan, NY",0,0,0
588,2022-03-28 17:02:07+00:00,,0,"The 2021 report also provides a comprehensive overview of building construction data, worker incidents and DOB-related enforcement actions!

Grab a cup of ☕️ and enjoy 🛠️🦺🧑‍🏭 https://t.co/16FgZSdokg",NYC_Buildings,"New York, NY",0,3,1
589,2022-03-28 17:02:05+00:00,,0,"🚨NEW REPORT ALERT🚨

Our second annual NYC Construction Safety Report is out! Click⬇️to read about the safety trends that led to the continued decline of our City's construction-related incidents: https://t.co/uYMpKCpqIc https://t.co/nmxiqvY7YC",NYC_Buildings,"New York, NY",1,5,4
590,2022-03-28 17:01:26+00:00,,0,"""Why #Insurance Companies Hate When You Hire a #Lawyer"" by Richard C Bell has made it to #BookAuthority's best Insurance books of all time!""  https://t.co/IiRQ6iPCw1 #NY #injury #attorney #law #NYC #NJ #personalinjury #car #Accident",877CallLaw,"New York, New York",0,0,0
591,2022-03-28 17:00:30+00:00,,0,"This internet traffic plan is the transformation among fulfillment or perhaps lack of success, approach is here  https://t.co/1JwESYltHE",TheWealthZone,"New York, NY",0,0,0
592,2022-03-28 16:52:27+00:00,,0,"""It's a false narrative that prosecutors cannot comply with the 2019 discovery law. If you are in a car accident and you file a civil case, you are entitled to all of the discovery in the case. Prosecutors need to do the same."" -@german_stan",nyc_defenders,"New York, NY",1,1,0
593,2022-03-28 16:49:56+00:00,,0,"This important targeted traffic practice is the difference amongst financial freedom or losing money, secret has arrived https://t.co/I26KTDNJka",TheWealthZone,"New York, NY",0,0,0
594,2022-03-28 16:49:45+00:00,,0,"@nytimes ""Ms. Hochul said officials had secured a 30-year commitment from the team to play in the new stadium, which she said would create 10,000 union construction jobs. The state would own the stadium and lease it to the Bills.""",Inselgoere1,"New York, USA",3,3,0
595,2022-03-28 16:49:08+00:00,,0,"Si se lesionó en el trabajo, lucharemos por usted.
Los trabajadores que se caen en un sitio de construcción pueden recibir beneficios médicos e incluso recuperar los salarios perdidos.
#hispanic #constructionworker #construction #personalinjury #hurtatwork #abogados #roofer #nyc https://t.co/h3zXWSRX1V",SilerandIngber,"New York, NY",0,0,0
596,2022-03-28 16:48:16+00:00,,0,MBTA service changes in place after worker killed in construction accident https://t.co/t8HV8CFfhy,_cryptomatters,"New York, USA",0,0,0
597,2022-03-28 16:43:56+00:00,,0,"@iAmTheWarax The hot takes for traffic cannot be shameless enough, they said.",BMakuch,"New York, USA",0,19,0
598,2022-03-28 16:41:52+00:00,2,1,When ever I get in a Uber there’s nothing but traffic,Pcrakk17,New York,0,0,0
599,2022-03-28 16:39:39+00:00,,0,"@foamersquad Hello, buses are not serving Terminal 5 through 2026 because of major construction.

You can take the AirTrain for free to the Lefferts Blvd station, where you can transfer to the Q10 bus.

Are there no signs in the bus area indicating that buses are no longer stopping there? ^TS",NYCTBus,New York City,1,0,0
600,2022-03-28 16:36:26+00:00,,0,"Thankyou for this ocean of feeling uv all sent our way. twitter is often described as this place people go to be nasty, but this reminds of that thing when u let someone in in the traffic and then you u see them then let someone else in a mile down the road.Thankyou so much xxxx",Dhodgem,"Manhattan, NY",21,351,4
601,2022-03-28 16:35:54+00:00,,0,United Bank Provides $53M Construction Loan for South Carolina Luxury Hotel https://t.co/VlgSKXtoyC,RKhodadadian,"New York, NY",0,0,0
